sentiment,id,date,query,username,text,clean_text,vader_score,vader_label,tb_polarity,tb_subjectivity,tb_label
Negative,2328155157,Thu Jun 25 09:14:10 PDT 2009,NO_QUERY,whoaitsgabby7,you're not the same anymore. ,youre not the same anymore.,0.0,Neutral,0.0,0.125,Neutral
Positive,2002498842,Tue Jun 02 04:23:29 PDT 2009,NO_QUERY,spiller2,@NCIRL thanks for the add! ,thanks for the add!,0.4926,Positive,0.25,0.2,Positive
Positive,1972650290,Sat May 30 09:37:32 PDT 2009,NO_QUERY,ThiagoAcquaviva,good morning twitters! or should i say GOOD AFTERNOON? haha ,good morning twitters! or should i say good afternoon? haha,0.8439,Positive,0.5916666666666667,0.5000000000000001,Positive
Negative,1824349016,Sun May 17 01:00:18 PDT 2009,NO_QUERY,apoorvsharma,and Prison Break's over. Prolly the most captivating shows I've seen in my life. Sad ending... ,and prison breaks over. prolly the most captivating shows ive seen in my life. sad ending...,-0.7506,Negative,0.16666666666666666,0.8333333333333334,Positive
Positive,1960523707,Fri May 29 08:05:49 PDT 2009,NO_QUERY,LadyGlutter,@shadowhelm Everyday is a good day for a new Pandora channel!  ,everyday is a good day for a new pandora channel!,0.4926,Positive,0.22348484848484848,0.5515151515151516,Positive
Negative,2225257247,Thu Jun 18 10:30:06 PDT 2009,NO_QUERY,rotron,@katism04 German Motor Specialist. They're great but expensive  $1200+ to fix my aircon and get new front brakes + rotors,german motor specialist. theyre great but expensive 1200 to fix my aircon and get new front brakes rotors,0.3716,Positive,0.1090909090909091,0.47613636363636364,Positive
Positive,1988927433,Sun May 31 23:47:45 PDT 2009,NO_QUERY,webteam30stm,@Jirad13 made a beautiful dreams hun ,made a beautiful dreams hun,0.765,Positive,0.85,1.0,Positive
Negative,2229867709,Thu Jun 18 16:19:08 PDT 2009,NO_QUERY,IhaveTheFear,"finally uploaded my hungary photos to my mac, shame my battery died when i was out walking, only have 95 shots ","finally uploaded my hungary photos to my mac, shame my battery died when i was out walking, only have 95 shots",-0.7717,Negative,0.0,1.0,Neutral
Positive,1794742559,Thu May 14 06:28:11 PDT 2009,NO_QUERY,sakuraharutsuki,need holiday.. ,need holiday..,0.0,Neutral,0.0,0.0,Neutral
Positive,2013875912,Tue Jun 02 23:49:21 PDT 2009,NO_QUERY,ZenDoc,@MissDibbs unless of course it's not your face &amp; the owner of that face is threatening to sue you.  @MisterNoodle @LoriMoreno,unless of course its not your face amp the owner of that face is threatening to sue you.,-0.5267,Negative,0.0,0.0,Neutral
Negative,1991126833,Mon Jun 01 06:27:19 PDT 2009,NO_QUERY,locoboi89,Lol i kno bby i wont c u till 1030  @jboomboompow,lol i kno bby i wont c u till 1030,0.4215,Positive,0.8,0.7,Positive
Positive,1965296713,Fri May 29 15:40:16 PDT 2009,NO_QUERY,traybishop,"@LossAngeles why thank u for the compliment(s)! Also, am now following @adrigonzo - like what she's got 2 say ","why thank u for the compliments! also, am now following like what shes got 2 say",0.7901,Positive,0.0,0.1,Neutral
Positive,1827549549,Sun May 17 10:56:56 PDT 2009,NO_QUERY,cUtEgUrLiE,@kyraislove that can be fun though!  ,that can be fun though!,0.5562,Positive,0.375,0.2,Positive
Negative,2234864614,Thu Jun 18 23:54:58 PDT 2009,NO_QUERY,johnvicory,So tired and not even home yet ,so tired and not even home yet,-0.4927,Negative,-0.4,0.7,Negative
Positive,1992497907,Mon Jun 01 08:51:02 PDT 2009,NO_QUERY,ayravillanueva,just found out that the girl from Wait for You music video is the same girl in A Little Too Not Over You music video  fernanda..right?,just found out that the girl from wait for you music video is the same girl in a little too not over you music video fernanda..right?,0.0,Neutral,-0.09375,0.3125,Negative
Positive,1964772447,Fri May 29 14:46:51 PDT 2009,NO_QUERY,judel,LOL I called and tld agcy to stop calling. @williger: about 2x a week I get collection calls for Vicki Spina.  Any clue who she &lt;-- nope ,lol i called and tld agcy to stop calling. about 2x a week i get collection calls for vicki spina. any clue who she lt nope,0.1531,Positive,0.8,0.7,Positive
Positive,1989065986,Mon Jun 01 00:14:03 PDT 2009,NO_QUERY,myvegasscene,"@ManyaS @LightGroup Have a great week, see you at #bnblv in #vegas Pls let us know if anything else is happening. ","have a great week, see you at bnblv in vegas pls let us know if anything else is happening.",0.6597,Positive,0.8,0.75,Positive
Negative,1990705462,Mon Jun 01 05:32:56 PDT 2009,NO_QUERY,wowlew,isPlayer Has Died! Sorry ,isplayer has died! sorry,-0.636,Negative,-0.5,1.0,Negative
Positive,2174867522,Sun Jun 14 23:30:17 PDT 2009,NO_QUERY,RunHannahRun,making a &quot;photography inspirations&quot; scroll box for my profile  watching degrassi,making a quotphotography inspirationsquot scroll box for my profile watching degrassi,0.0,Neutral,0.0,0.0,Neutral
Negative,2206157277,Wed Jun 17 06:05:53 PDT 2009,NO_QUERY,Vix_Pix,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ","foolishly, i typed mrketing in my last tweet but with an a, not an now have a shed load of related bots andor twats following me.",-0.2263,Negative,0.0,0.18888888888888888,Neutral
Positive,1833941235,Mon May 18 01:01:22 PDT 2009,NO_QUERY,patrick_warren,Going to make the most of it! ,going to make the most of it!,0.0,Neutral,0.625,0.5,Positive
Negative,2259474314,Sat Jun 20 17:38:37 PDT 2009,NO_QUERY,jrsmith1154,got the yard mowed and going to go walk dog and then its a shower and maybe a little work on my project in the office - organization ,got the yard mowed and going to go walk dog and then its a shower and maybe a little work on my project in the office organization,0.0,Neutral,-0.1875,0.5,Negative
Positive,2060805824,Sat Jun 06 19:36:46 PDT 2009,NO_QUERY,HalleySuzy,The Hangover. ,the hangover.,0.0,Neutral,0.0,0.0,Neutral
Negative,2257437887,Sat Jun 20 14:20:12 PDT 2009,NO_QUERY,deadlyknitshade,"Film three of Harry Potter marathon. I have to leave as i live in bloody Surrey. Little Whinging. Well, a fair amount of whinging. ","film three of harry potter marathon. i have to leave as i live in bloody surrey. little whinging. well, a fair amount of whinging.",-0.0624,Negative,-0.037784090909090934,0.7,Neutral
Positive,2064558313,Sun Jun 07 06:35:37 PDT 2009,NO_QUERY,eerikaf,"WOHO, French Open. Federer vs. Soderling. Who will win? Follow me, you won't reagret it! ","woho, french open. federer vs. soderling. who will win? follow me, you wont reagret it!",0.6239,Positive,0.3333333333333333,0.3,Positive
Negative,1957557426,Fri May 29 00:52:36 PDT 2009,NO_QUERY,Yoshimikiosha,@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS ,im just so lonely right now. maybe sade got me feeling like this,-0.0622,Negative,0.09285714285714286,0.6178571428571429,Positive
Positive,2049966169,Fri Jun 05 17:49:21 PDT 2009,NO_QUERY,manojalpa,"Apartment is starting to look like a real home.  Can't wait to have little puppy running around, ruining everything I'm working so hard on","apartment is starting to look like a real home. cant wait to have little puppy running around, ruining everything im working so hard on",-0.0941,Negative,-0.06979166666666667,0.36041666666666666,Negative
Positive,2182628579,Mon Jun 15 13:25:27 PDT 2009,NO_QUERY,tracyne,@DonnieWahlberg you are very sweet to post that for your Aussie fans!  ,you are very sweet to post that for your aussie fans!,0.5551,Positive,0.56875,0.8450000000000001,Positive
Negative,2064088364,Sun Jun 07 05:10:56 PDT 2009,NO_QUERY,felicityfuller,@littledotty i have vista on my laptop and XP on my desktop - Vista can be a bit of a pain sometimes! ,i have vista on my laptop and xp on my desktop vista can be a bit of a pain sometimes!,-0.2481,Negative,0.0,0.0,Neutral
Negative,1685993439,Sun May 03 03:10:46 PDT 2009,NO_QUERY,urbanexperiment,"@sahiraa But you spam me too, and I continue following because I like to know what my friends are up to. ","but you spam me too, and i continue following because i like to know what my friends are up to.",0.631,Positive,0.0,0.1,Neutral
Negative,2253730604,Sat Jun 20 08:39:06 PDT 2009,NO_QUERY,briana10192,@TherealErPerry aww im sorry  you should try to go theres still tickets left ,aww im sorry you should try to go theres still tickets left,-0.0772,Negative,-0.06666666666666667,0.6333333333333333,Negative
Positive,1686906054,Sun May 03 07:10:10 PDT 2009,NO_QUERY,sitaowei,"@roshidoshi My mother also keeps a record of the books she reads. And, believe it or not, she reads more than I do! ","my mother also keeps a record of the books she reads. and, believe it or not, she reads more than i do!",0.0,Neutral,0.625,0.5,Positive
Positive,1964353406,Fri May 29 14:06:09 PDT 2009,NO_QUERY,DawnofOURnight,Haha yet another one!!!  I'm really on a roll with this game!!,haha yet another one!!! im really on a roll with this game!!,0.6331,Positive,-0.011458333333333348,0.3,Neutral
Negative,1979013622,Sun May 31 01:17:26 PDT 2009,NO_QUERY,BrandyWandLover,@pinkbunny69 nope no news on london  xx,nope no news on london xx,0.2235,Positive,0.0,0.0,Neutral
Negative,1962408814,Fri May 29 11:00:07 PDT 2009,NO_QUERY,FlyGirlMeMe,ok its FF soooo why isn't anyone following MEEEE??? LOL ughhhh I have some lazy a%# followers they wont even help me out ,ok its ff soooo why isnt anyone following meeee??? lol ughhhh i have some lazy a followers they wont even help me out,0.5547,Positive,0.2625,0.575,Positive
Positive,1983138452,Sun May 31 12:34:41 PDT 2009,NO_QUERY,Flyshorty456,Afternoon twitter Family ,afternoon twitter family,0.0,Neutral,0.0,0.0,Neutral
Positive,1881996884,Fri May 22 06:01:17 PDT 2009,NO_QUERY,Bruniiinho,"Foram sï¿½ 2 min, mas ainda entrei na Pull and Bear Outlet ","foram sï½ 2 min, mas ainda entrei na pull and bear outlet",0.0,Neutral,0.0,0.0,Neutral
Negative,1977679642,Sat May 30 21:28:16 PDT 2009,NO_QUERY,minorityx,@kimhade come with me ,come with me,0.0,Neutral,0.0,0.0,Neutral
Negative,1823756426,Sat May 16 22:53:22 PDT 2009,NO_QUERY,Ashangl,@brittanyhowser you never tried my soy cherry chocolate chip frozen yogurt  It's so gooood.,you never tried my soy cherry chocolate chip frozen yogurt its so gooood.,0.0,Neutral,0.0,0.0,Neutral
Positive,2174689972,Sun Jun 14 23:05:38 PDT 2009,NO_QUERY,dannnnnniiiie,just remembered tomorrow is &quot;thee night&quot;. gotta be at wal-mart by midnight. just like last year  LVATT !,just remembered tomorrow is quotthee nightquot. gotta be at walmart by midnight. just like last year lvatt !,0.4199,Positive,0.0,0.06666666666666667,Neutral
Positive,1972064374,Sat May 30 08:29:14 PDT 2009,NO_QUERY,meedom,going to my aunts 35th birthday later  i love her to death &lt;3,going to my aunts 35th birthday later i love her to death lt3,0.0772,Positive,0.25,0.3,Positive
Negative,1823935059,Sat May 16 23:28:20 PDT 2009,NO_QUERY,NessaSingollo,My twitterberry won't post pics damnit ,my twitterberry wont post pics damnit,0.4168,Positive,0.0,0.0,Neutral
Positive,1980045714,Sun May 31 05:29:38 PDT 2009,NO_QUERY,Secrenax,"@Jasmine Hi there jasmine, you know what I Heard about you in Animax that you registered on twitter and I Liked u to know that you rock! ","hi there jasmine, you know what i heard about you in animax that you registered on twitter and i liked u to know that you rock!",0.4753,Positive,0.75,0.8,Positive
Negative,2246086121,Fri Jun 19 17:04:25 PDT 2009,NO_QUERY,zyber17,@Christyxcore ah. Ok. I want beejive 3.0 ,ah. ok. i want beejive 3.0,0.3612,Positive,0.5,0.5,Positive
Negative,2224777280,Thu Jun 18 09:55:15 PDT 2009,NO_QUERY,cloudave,Collecta.com: collecta maybe... I'd like to see finda  and displaya... not waita ,collecta.com collecta maybe... id like to see finda and displaya... not waita,0.3612,Positive,0.0,0.0,Neutral
Negative,1978718291,Sun May 31 00:14:10 PDT 2009,NO_QUERY,NotJoelShapiro,@rahulsood When's the update to the Envy133 coming? I want ont but know that it's trailing edge speed w/o trailing edge price now ,whens the update to the envy133 coming? i want ont but know that its trailing edge speed wo trailing edge price now,0.0387,Neutral,0.0,0.0,Neutral
Negative,2325179883,Thu Jun 25 04:56:24 PDT 2009,NO_QUERY,ohanne,I hate wasps so much ,i hate wasps so much,-0.5719,Negative,-0.30000000000000004,0.55,Negative
Positive,2052737531,Sat Jun 06 01:49:47 PDT 2009,NO_QUERY,Janell_Gibbons,I completely adored Away We Go. ,i completely adored away we go.,0.4754,Positive,0.1,0.4,Positive
Positive,1836064472,Mon May 18 07:18:06 PDT 2009,NO_QUERY,lindadominique,@tywebbin I'm going to have to try that blog tour thingy ,im going to have to try that blog tour thingy,0.0,Neutral,0.0,0.0,Neutral
Negative,1692877501,Sun May 03 21:00:06 PDT 2009,NO_QUERY,fllygirl242,@dutch3sssin no she's not  sighs,no shes not sighs,-0.296,Negative,0.0,0.0,Neutral
Positive,2014905355,Wed Jun 03 03:04:24 PDT 2009,NO_QUERY,loseoxygen,i love the fact that masterchef's credits is &quot;hot n cold&quot;. ,i love the fact that masterchefs credits is quothot n coldquot.,0.7717,Positive,0.5,0.6,Positive
Positive,1835922645,Mon May 18 07:01:26 PDT 2009,NO_QUERY,AriannaLA,"@jordanalorraine  I'm not in town that weekend, but I can reserve the month of August to have dimsum with you ","im not in town that weekend, but i can reserve the month of august to have dimsum with you",0.0,Neutral,0.0,0.0,Neutral
Positive,1966377454,Fri May 29 17:39:20 PDT 2009,NO_QUERY,AngelaSx3,homee. long day at school x] im a justice!  imissed yu Dana!!,homee. long day at school x im a justice! imissed yu dana!!,0.6458,Positive,-0.09765625,0.4,Negative
Negative,1962708234,Fri May 29 11:30:27 PDT 2009,NO_QUERY,richardjluna,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter ,tgif!!! but also sad that this is last day i get to work with my favorite tv reporter,0.4359,Positive,0.0,0.6888888888888888,Neutral
Positive,1973314433,Sat May 30 10:54:38 PDT 2009,NO_QUERY,megsiapnogan,"@ALauderdale Thanks, right back at you! ","thanks, right back at you!",0.4926,Positive,0.1619047619047619,0.24523809523809526,Positive
Negative,1997042810,Mon Jun 01 16:09:01 PDT 2009,NO_QUERY,alydicapua,@torischneebaum I have 103 fever ,i have 103 fever,0.0,Neutral,0.0,0.0,Neutral
Positive,1995234366,Mon Jun 01 13:09:53 PDT 2009,NO_QUERY,FragMonger360,@trixie360 @PlanetXbox360 @FragDolls @majornelson Great press conf!  Some nice &amp; unexpected announcements!  ,great press conf! some nice amp unexpected announcements!,0.8168,Positive,0.5750000000000001,0.9166666666666666,Positive
Positive,2189826235,Tue Jun 16 01:00:39 PDT 2009,NO_QUERY,wyndwitch,@christay0102 That is what caused the collapse and knee injury ,that is what caused the collapse and knee injury,-0.7184,Negative,0.0,0.0,Neutral
Positive,2044462424,Fri Jun 05 09:23:39 PDT 2009,NO_QUERY,IamOwor,@whittneyraye aawwwww thank you  i just blushed///,aawwwww thank you i just blushed,0.3612,Positive,0.0,0.0,Neutral
Negative,2262586099,Sat Jun 20 22:48:38 PDT 2009,NO_QUERY,juices_baby,bored as hell ,bored as hell,-0.7717,Negative,-0.5,1.0,Negative
Negative,2052161898,Fri Jun 05 23:51:00 PDT 2009,NO_QUERY,poochy62,I have no access to my facebook account. It's stuffed up!  ,i have no access to my facebook account. its stuffed up!,-0.3595,Negative,0.0,0.0,Neutral
Negative,1835624208,Mon May 18 06:24:24 PDT 2009,NO_QUERY,AberdeenUK,"@xbllygbsn might be a bit soon, mebby once he comes back, i'll see him :$ really no sure  :$. it is? lol ;). well... http://bit.ly/lTwT4","might be a bit soon, mebby once he comes back, ill see him really no sure . it is? lol . well...",0.022,Neutral,0.012500000000000011,0.6472222222222221,Neutral
Positive,2001488847,Tue Jun 02 01:03:01 PDT 2009,NO_QUERY,Muovo,Good morning Malta  sending some tweets to all of you about Muovo's job vacancies. Tweet us back.  http://bit.ly/11TP5h,good morning malta sending some tweets to all of you about muovos job vacancies. tweet us back.,0.4404,Positive,0.35,0.30000000000000004,Positive
Negative,1573044530,Mon Apr 20 23:30:12 PDT 2009,NO_QUERY,FR1Z,"Woke up sick. Missed out on outing today so not very happy about that.  Whoever brought up the flu in humanity, I hope you burn and die.","woke up sick. missed out on outing today so not very happy about that. whoever brought up the flu in humanity, i hope you burn and die.",-0.9114,Negative,-0.510989010989011,0.8131868131868132,Negative
Negative,1469143188,Tue Apr 07 05:22:14 PDT 2009,NO_QUERY,Lucicfan13,UNC dismantles Mich. St. to claim championship I wanted Nova to win ,unc dismantles mich. st. to claim championship i wanted nova to win,0.7717,Positive,0.8,0.4,Positive
Positive,1985575420,Sun May 31 17:22:06 PDT 2009,NO_QUERY,WalkingHorse,@SouthernHorses Yes! Peppermint essential oil! ,yes! peppermint essential oil!,0.508,Positive,0.0,0.3,Neutral
Positive,2190171738,Tue Jun 16 01:58:32 PDT 2009,NO_QUERY,lnlne,@MuhammadAdel I guess that's one option ,i guess thats one option,0.0,Neutral,0.0,0.0,Neutral
Positive,1982066827,Sun May 31 10:27:37 PDT 2009,NO_QUERY,87sal87,"@enia59 Oh goodie  Aw, I should try Rita with some, but she only ever seems bothered about grapes lol xxxx","oh goodie aw, i should try rita with some, but she only ever seems bothered about grapes lol xxxx",0.1901,Positive,0.4,0.85,Positive
Negative,2193195162,Tue Jun 16 08:07:32 PDT 2009,NO_QUERY,spinningteacups,in love with my boyfriend. he surprised the hell out of me today. (:*  oh babyyy!&lt;3 miss him so much. ,in love with my boyfriend. he surprised the hell out of me today. oh babyyy!lt3 miss him so much.,-0.1007,Negative,0.26666666666666666,0.5666666666666667,Positive
Positive,1979308816,Sun May 31 02:29:44 PDT 2009,NO_QUERY,TraceyHewins,@ComedyQueen no idea. Just woke up early is all ,no idea. just woke up early is all,-0.296,Negative,0.1,0.3,Positive
Positive,1550880003,Sat Apr 18 07:31:36 PDT 2009,NO_QUERY,iamSG,@seejoshflounder haha clearly! That makes me feel better because mine was at least relevant to today. ,haha clearly! that makes me feel better because mine was at least relevant to today.,0.8356,Positive,0.185,0.4966666666666667,Positive
Negative,2197314992,Tue Jun 16 13:37:25 PDT 2009,NO_QUERY,anaisg,Still waiting at the airport after 1+ hour. Not looking forward to the ridiculous traffic. So much for an early day. ,still waiting at the airport after 1 hour. not looking forward to the ridiculous traffic. so much for an early day.,-0.3612,Negative,-0.0111111111111111,0.5,Neutral
Negative,1986615170,Sun May 31 19:04:53 PDT 2009,NO_QUERY,Linka13,@andzoidberg Damnit I need to see that. ,damnit i need to see that.,-0.5267,Negative,0.0,0.0,Neutral
Negative,1983583685,Sun May 31 13:26:15 PDT 2009,NO_QUERY,youngandcrazed,freaking out ,freaking out,-0.4215,Negative,0.0,0.0,Neutral
Negative,2059349079,Sat Jun 06 16:45:12 PDT 2009,NO_QUERY,chalabsjer,ugh 2 more hours of meat and fish work ,ugh 2 more hours of meat and fish work,-0.4215,Negative,0.5,0.5,Positive
Negative,2012739845,Tue Jun 02 21:11:49 PDT 2009,NO_QUERY,Lilmss888,I got a parking ticket and I was parked in front of my house ,i got a parking ticket and i was parked in front of my house,0.0,Neutral,0.0,0.0,Neutral
Positive,2053944133,Sat Jun 06 06:08:53 PDT 2009,NO_QUERY,scrapventure,@lindalhall I can't do without my early morning quiet time.  ,i cant do without my early morning quiet time.,0.0,Neutral,0.05,0.31666666666666665,Neutral
Negative,2327801088,Thu Jun 25 08:48:10 PDT 2009,NO_QUERY,thecopyninja,"@Alvhin it was a caress, not a pinch ","it was a caress, not a pinch",0.0,Neutral,0.0,0.0,Neutral
Negative,2183681944,Mon Jun 15 14:50:28 PDT 2009,NO_QUERY,OdisG,@ceethedon lmao ugh i wish i can hustle  shit has me soo stressed im gon sell ass or sumthin lol uhm. Fire island is wat it is....Gay.,lmao ugh i wish i can hustle shit has me soo stressed im gon sell ass or sumthin lol uhm. fire island is wat it is....gay.,-0.6486,Negative,0.39999999999999997,0.8333333333333334,Positive
Positive,1880738878,Fri May 22 02:19:36 PDT 2009,NO_QUERY,soul_warrior,just landed in Dï¿½sseldorf! Looking forward to meeting Vasco. ,just landed in dï½sseldorf! looking forward to meeting vasco.,0.0,Neutral,0.0,0.0,Neutral
Negative,2249114727,Fri Jun 19 21:44:45 PDT 2009,NO_QUERY,MommyandMikey,"@kellebelle1981 he is gorgeous!  im just a little bit biased though, its going to kill me when he has to have surgery again next month ","he is gorgeous! im just a little bit biased though, its going to kill me when he has to have surgery again next month",-0.4241,Negative,0.22916666666666666,0.4666666666666666,Positive
Negative,1753669100,Sun May 10 02:48:58 PDT 2009,NO_QUERY,waterofthemoon,"at the ER with @unperfectwolf for her stomach pains. they just took her back, no idea what's wrong yet. ","at the er with for her stomach pains. they just took her back, no idea whats wrong yet.",-0.7964,Negative,-0.25,0.45,Negative
Positive,1835531849,Mon May 18 06:12:13 PDT 2009,NO_QUERY,Arcania,@greyseer Lemon-lime soda I grew up on. I'll bring some this weekend. ,lemonlime soda i grew up on. ill bring some this weekend.,-0.4215,Negative,-0.5,1.0,Negative
Positive,1972385590,Sat May 30 09:07:31 PDT 2009,NO_QUERY,keza34,"@twinkle47 i am tryin to improve my will power.its been there since thursday and not touched,lol ","i am tryin to improve my will power.its been there since thursday and not touched,lol",0.4404,Positive,0.0,0.0,Neutral
Negative,1972822456,Sat May 30 09:57:17 PDT 2009,NO_QUERY,CandyGur,how did i end up like this? ,how did i end up like this?,0.3612,Positive,0.0,0.0,Neutral
Negative,1957041856,Thu May 28 23:21:21 PDT 2009,NO_QUERY,Kgreenel,@wuzzyangel You never answered your DM I sent you....   I need your info...,you never answered your dm i sent you.... i need your info...,0.0,Neutral,0.0,0.0,Neutral
Positive,2174460517,Sun Jun 14 22:35:57 PDT 2009,NO_QUERY,emmanuellaiero,"hi, @pilysuper how are u? ","hi, how are u?",0.0,Neutral,0.0,0.0,Neutral
Positive,1677625875,Sat May 02 03:06:11 PDT 2009,NO_QUERY,jonathanpoole,clearing up from breakfast listening to Love Song of J Alfred Prufrock.  Read poetry on youtube etc. one of my discoveries of this years ,clearing up from breakfast listening to love song of j alfred prufrock. read poetry on youtube etc. one of my discoveries of this years,0.6369,Positive,0.5,0.6,Positive
Positive,2015626473,Wed Jun 03 05:08:25 PDT 2009,NO_QUERY,JulzM,@LilPecan Ahh thought you had your fur is all nice and fluffy..  Is nearing sleepy time here.,ahh thought you had your fur is all nice and fluffy.. is nearing sleepy time here.,0.4215,Positive,0.19999999999999998,0.7,Positive
Positive,1973398834,Sat May 30 11:04:20 PDT 2009,NO_QUERY,ComatoseJoy,"@redallisonblack hey allison, just letting you know you have fans in the uk! feel special haha because you are ","hey allison, just letting you know you have fans in the uk! feel special haha because you are",0.7177,Positive,0.2785714285714286,0.4357142857142857,Positive
Positive,2190632188,Tue Jun 16 03:17:11 PDT 2009,NO_QUERY,lacdriver640,is sitting and listening to the incessant rain and slow violins...  Melancholy much? ;P,is sitting and listening to the incessant rain and slow violins... melancholy much? p,-0.4404,Negative,-0.05000000000000002,0.3,Negative
Positive,1991872052,Mon Jun 01 07:48:42 PDT 2009,NO_QUERY,rayjohnz,@UlunkJoesandy oh. haha. ) I don't exactly know if who they are. lol. ) But it's all good now. ,oh. haha. i dont exactly know if who they are. lol. but its all good now.,0.775,Positive,0.4875,0.4625,Positive
Negative,1823155695,Sat May 16 21:15:00 PDT 2009,NO_QUERY,luisaafer,I Think That Your Loveee Is A Lieee!! ,i think that your loveee is a lieee!!,0.0,Neutral,0.0,0.0,Neutral
Negative,1685941609,Sun May 03 02:54:15 PDT 2009,NO_QUERY,samoanshorty,@flybitty LMAO! yes watchin true life... the hubby is working so i'm chillin by myself ,lmao! yes watchin true life... the hubby is working so im chillin by myself,0.8655,Positive,0.55,0.825,Positive
Positive,2048574872,Fri Jun 05 15:25:28 PDT 2009,NO_QUERY,songbird1370,@lancearmstrong He's so cute!!! Wishing the proud parents all the best on this little bundle of joy! Congratulations!!!  {hugs},hes so cute!!! wishing the proud parents all the best on this little bundle of joy! congratulations!!! hugs,0.9766,Positive,0.7178125,0.6,Positive
Negative,1573964555,Tue Apr 21 03:40:50 PDT 2009,NO_QUERY,mel89,very tired and want to go back to bed instead of going to school! ,very tired and want to go back to bed instead of going to school!,-0.4444,Negative,-0.26,0.45499999999999996,Negative
Positive,1955775648,Thu May 28 20:36:19 PDT 2009,NO_QUERY,Taelyrheartsyou,"I neeeeeeeddd a break! Only a page and a half to go  Man, I wish I had some ice cream!","i neeeeeeeddd a break! only a page and a half to go man, i wish i had some ice cream!",0.508,Positive,-0.10416666666666666,0.5833333333333334,Negative
Negative,1694827236,Mon May 04 04:16:27 PDT 2009,NO_QUERY,xoxoliannexoxo,"got my first exam tomorrow, and i have 2 essays to write. no bank hoilday for me ","got my first exam tomorrow, and i have 2 essays to write. no bank hoilday for me",-0.296,Negative,0.25,0.3333333333333333,Positive
Positive,2191848520,Tue Jun 16 06:04:42 PDT 2009,NO_QUERY,shauny,Loving http://ohmyscience.org/ - replace 'God' with 'Science'. Praise Science! Science help us! ,loving replace god with science. praise science! science help us!,0.9167,Positive,0.9375,0.95,Positive
Negative,2303250653,Tue Jun 23 17:56:10 PDT 2009,NO_QUERY,SondaT,ACK!!  97Â°!!!!  the 100 is coming.  ,ack!! 97â!!!! the 100 is coming.,0.0,Neutral,0.0,0.0,Neutral
Positive,1880810532,Fri May 22 02:35:14 PDT 2009,NO_QUERY,mowcat,Watching ice age  baha scrat is the best ,watching ice age baha scrat is the best,0.6369,Positive,1.0,0.3,Positive
Negative,1694159726,Mon May 04 01:21:16 PDT 2009,NO_QUERY,NGowers,@richardepryor doesn't sound good. Going through a bad time? ,doesnt sound good. going through a bad time?,-0.7101,Negative,0.13333333333333341,0.5555555555555555,Positive
Positive,2062051935,Sat Jun 06 22:13:06 PDT 2009,NO_QUERY,JennysMyName,@KayleenDuhh Okay  He like widens his eyes in your direction ,okay he like widens his eyes in your direction,0.5267,Positive,0.5,0.5,Positive
Positive,1978513817,Sat May 30 23:35:40 PDT 2009,NO_QUERY,Cooplee08,"is going to bed, working 7-4 then going boating with the boys ","is going to bed, working 74 then going boating with the boys",0.0,Neutral,0.0,0.0,Neutral
Positive,2000562676,Mon Jun 01 22:24:02 PDT 2009,NO_QUERY,fredrockz,@chloml that's one cool collection ,thats one cool collection,0.3182,Positive,0.35,0.65,Positive
Negative,2012268508,Tue Jun 02 20:21:14 PDT 2009,NO_QUERY,sonamsays,"@kendalynne I tried doing character pictures for a few of my stories, but I still can't find the right ones ","i tried doing character pictures for a few of my stories, but i still cant find the right ones",0.0,Neutral,0.042857142857142844,0.31785714285714284,Neutral
Positive,1556532292,Sat Apr 18 23:12:50 PDT 2009,NO_QUERY,latinpussycat,http://twitpic.com/3l07p - Here's a picture of my little King Elijah (age 1) Cutie pie ,heres a picture of my little king elijah age 1 cutie pie,0.3612,Positive,-0.1875,0.5,Negative
Negative,1988856101,Sun May 31 23:34:34 PDT 2009,NO_QUERY,FormOfADove,Feels like a crucial part of my night was missing ,feels like a crucial part of my night was missing,0.0772,Positive,-0.1,0.525,Negative
Positive,1999763906,Mon Jun 01 20:46:48 PDT 2009,NO_QUERY,elendilanarion,Back from a quick latenight reunion ,back from a quick latenight reunion,0.0,Neutral,0.16666666666666666,0.25,Positive
Positive,1836170550,Mon May 18 07:30:26 PDT 2009,NO_QUERY,wsellers,@WordCampNOLA I'm GOING to make it this year... ,im going to make it this year...,0.0,Neutral,0.0,0.0,Neutral
Negative,1563826961,Mon Apr 20 00:26:48 PDT 2009,NO_QUERY,jellypigs,TIme to go to work. will i get a tan there? ,time to go to work. will i get a tan there?,0.0,Neutral,0.0,0.0,Neutral
Negative,1965887145,Fri May 29 16:43:38 PDT 2009,NO_QUERY,jessimikuh,"@Dani___ okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not. ","okay, ill finally get to meet dia! thats her name, right? oh geez ill feel so stupid if its not.",-0.8264,Negative,-0.16904761904761903,0.8392857142857143,Negative
Positive,1970476295,Sat May 30 04:01:17 PDT 2009,NO_QUERY,kimu,"@dle90742 not boring, just making jealous  gorgeous sunset!","not boring, just making jealous gorgeous sunset!",0.503,Positive,0.6875,0.95,Positive
